text,entities
Mathurakot,"[[0, 10, 'LOCATION']]"
Mathurapati Phulbari,"[[0, 20, 'LOCATION']]"
Mathurapur,"[[0, 10, 'LOCATION']]"
Mathuriya,"[[0, 9, 'LOCATION']]"
Mati,"[[0, 4, 'LOCATION']]"
Mati Bhita,"[[0, 10, 'LOCATION']]"
Mati Khanna,"[[0, 11, 'LOCATION']]"
Mati Odar,"[[0, 9, 'LOCATION']]"
Matiariya,"[[0, 9, 'LOCATION']]"
Matiarwa,"[[0, 8, 'LOCATION']]"
Matichaur,"[[0, 9, 'LOCATION']]"
Matichaur Odar,"[[0, 14, 'LOCATION']]"
Matigadha,"[[0, 9, 'LOCATION']]"
Matigadhi,"[[0, 9, 'LOCATION']]"
Matigarha,"[[0, 9, 'LOCATION']]"
Matigaun,"[[0, 8, 'LOCATION']]"
Matihani,"[[0, 8, 'LOCATION']]"
Matihari,"[[0, 8, 'LOCATION']]"
Matijung,"[[0, 8, 'LOCATION']]"
Matikhan Goth,"[[0, 13, 'LOCATION']]"
Matikhana,"[[0, 9, 'LOCATION']]"
Matikhane,"[[0, 9, 'LOCATION']]"
Matikhanna,"[[0, 10, 'LOCATION']]"
Matikhel,"[[0, 8, 'LOCATION']]"
Matikhuwa,"[[0, 9, 'LOCATION']]"
Matikore,"[[0, 8, 'LOCATION']]"
Matila Pokhari,"[[0, 14, 'LOCATION']]"
Matim,"[[0, 5, 'LOCATION']]"
Matimbu,"[[0, 7, 'LOCATION']]"
Matina,"[[0, 6, 'LOCATION']]"
Matisara Bajar,"[[0, 14, 'LOCATION']]"
Matitar,"[[0, 7, 'LOCATION']]"
Matiyachaur,"[[0, 11, 'LOCATION']]"
Matiyari,"[[0, 8, 'LOCATION']]"
Matiyariya,"[[0, 10, 'LOCATION']]"
Matiyarwa,"[[0, 9, 'LOCATION']]"
Matiyon Dumariya,"[[0, 16, 'LOCATION']]"
Matkatte,"[[0, 8, 'LOCATION']]"
Matkauna,"[[0, 8, 'LOCATION']]"
Matkina,"[[0, 7, 'LOCATION']]"
Matleshwar,"[[0, 10, 'LOCATION']]"
Matmati,"[[0, 7, 'LOCATION']]"
Matodar,"[[0, 7, 'LOCATION']]"
Matokori,"[[0, 8, 'LOCATION']]"
Matragaun,"[[0, 9, 'LOCATION']]"
Matri,"[[0, 5, 'LOCATION']]"
Matsari,"[[0, 7, 'LOCATION']]"
Matsaritola,"[[0, 11, 'LOCATION']]"
Mattada,"[[0, 7, 'LOCATION']]"
Mattha,"[[0, 6, 'LOCATION']]"
Matti Bisauna,"[[0, 13, 'LOCATION']]"
Mattikhan,"[[0, 9, 'LOCATION']]"
Mattikuri,"[[0, 9, 'LOCATION']]"
Mattim Birta,"[[0, 12, 'LOCATION']]"
Matuma,"[[0, 6, 'LOCATION']]"
Matuwa,"[[0, 6, 'LOCATION']]"
Matya,"[[0, 5, 'LOCATION']]"
Matyal,"[[0, 6, 'LOCATION']]"
Matyul,"[[0, 6, 'LOCATION']]"
MauBhire Village,"[[0, 16, 'LOCATION']]"
Maubai,"[[0, 6, 'LOCATION']]"
Maubari,"[[0, 7, 'LOCATION']]"
Maubasya,"[[0, 8, 'LOCATION']]"
Maubat,"[[0, 6, 'LOCATION']]"
Maubhera,"[[0, 8, 'LOCATION']]"
Maubheri,"[[0, 8, 'LOCATION']]"
Maubheri Tol,"[[0, 12, 'LOCATION']]"
Maubhir,"[[0, 7, 'LOCATION']]"
Mauda,"[[0, 5, 'LOCATION']]"
Maudali,"[[0, 7, 'LOCATION']]"
Maudanda,"[[0, 8, 'LOCATION']]"
Maudari,"[[0, 7, 'LOCATION']]"
Maudhara,"[[0, 8, 'LOCATION']]"
Maudol,"[[0, 6, 'LOCATION']]"
Maugan,"[[0, 6, 'LOCATION']]"
Mauja,"[[0, 5, 'LOCATION']]"
Maujekhali,"[[0, 10, 'LOCATION']]"
Maula,"[[0, 5, 'LOCATION']]"
Maula Dhupi Chaur,"[[0, 17, 'LOCATION']]"
Maula Marg Tol,"[[0, 14, 'LOCATION']]"
Maulaban,"[[0, 8, 'LOCATION']]"
Mauladanda,"[[0, 10, 'LOCATION']]"
Maulaghar,"[[0, 9, 'LOCATION']]"
Maulahale Road,"[[0, 14, 'LOCATION']]"
Maulahale market area,"[[0, 21, 'LOCATION']]"
Maulakot,"[[0, 8, 'LOCATION']]"
Maulali,"[[0, 7, 'LOCATION']]"
Maulapur,"[[0, 8, 'LOCATION']]"
Maulapurtola,"[[0, 12, 'LOCATION']]"
Maulathar,"[[0, 9, 'LOCATION']]"
Maulegaun,"[[0, 9, 'LOCATION']]"
Maulesal,"[[0, 8, 'LOCATION']]"
Mauli,"[[0, 5, 'LOCATION']]"
Maulidanda,"[[0, 10, 'LOCATION']]"
Maulo Gade Pokhari,"[[0, 18, 'LOCATION']]"
Maulodanda,"[[0, 10, 'LOCATION']]"
Maulohale,"[[0, 9, 'LOCATION']]"
Maulote,"[[0, 7, 'LOCATION']]"
Mauma,"[[0, 5, 'LOCATION']]"
Maumare,"[[0, 7, 'LOCATION']]"
Maunabudhuk,"[[0, 11, 'LOCATION']]"
Maunigaun,"[[0, 9, 'LOCATION']]"
Maur,"[[0, 4, 'LOCATION']]"
Maura Pado Jayabageswori,"[[0, 24, 'LOCATION']]"
Maurada,"[[0, 7, 'LOCATION']]"
Mauradi,"[[0, 7, 'LOCATION']]"
Mauraha Tadi Chowk,"[[0, 18, 'LOCATION']]"
Mauraniya,"[[0, 9, 'LOCATION']]"
Maure,"[[0, 5, 'LOCATION']]"
Maure Bhanjyang,"[[0, 15, 'LOCATION']]"
Maure Pahad,"[[0, 11, 'LOCATION']]"
Maureni,"[[0, 7, 'LOCATION']]"
Mauretham,"[[0, 9, 'LOCATION']]"
Mauri,"[[0, 5, 'LOCATION']]"
Mauribajh,"[[0, 9, 'LOCATION']]"
Mauriban,"[[0, 8, 'LOCATION']]"
Mauribesi,"[[0, 9, 'LOCATION']]"
Mauribhir,"[[0, 9, 'LOCATION']]"
Mauribhita,"[[0, 10, 'LOCATION']]"
Mauribus,"[[0, 8, 'LOCATION']]"
Mauridanda,"[[0, 10, 'LOCATION']]"
Maurighare,"[[0, 10, 'LOCATION']]"
Maurighat,"[[0, 9, 'LOCATION']]"
Maurikhet,"[[0, 9, 'LOCATION']]"
Maurikholagaun,"[[0, 14, 'LOCATION']]"
Mauriphanta,"[[0, 11, 'LOCATION']]"
Mauriphata,"[[0, 10, 'LOCATION']]"
Maurithum,"[[0, 9, 'LOCATION']]"
Mauriyatol,"[[0, 10, 'LOCATION']]"
Mauryan,"[[0, 7, 'LOCATION']]"
Mausi,"[[0, 5, 'LOCATION']]"
Mausuli,"[[0, 7, 'LOCATION']]"
Mausyan,"[[0, 7, 'LOCATION']]"
Maut,"[[0, 4, 'LOCATION']]"
Mautetar,"[[0, 8, 'LOCATION']]"
Mauwa,"[[0, 5, 'LOCATION']]"
Mauwa Kanla,"[[0, 11, 'LOCATION']]"
Mauwa Phata,"[[0, 11, 'LOCATION']]"
Mauwabari,"[[0, 9, 'LOCATION']]"
Mauwabote,"[[0, 9, 'LOCATION']]"
Mauwadanda,"[[0, 10, 'LOCATION']]"
Mauwadi,"[[0, 7, 'LOCATION']]"
Mauwaha,"[[0, 7, 'LOCATION']]"
Mauwahi,"[[0, 7, 'LOCATION']]"
Mauwakharaka,"[[0, 12, 'LOCATION']]"
Mauwapani,"[[0, 9, 'LOCATION']]"
Mauwaphanta,"[[0, 11, 'LOCATION']]"
Mauwaphat,"[[0, 9, 'LOCATION']]"
Mauwaphatti,"[[0, 11, 'LOCATION']]"
Mauwasi,"[[0, 7, 'LOCATION']]"
Mawa Toribari,"[[0, 13, 'LOCATION']]"
Mawadin,"[[0, 7, 'LOCATION']]"
Mawagaun,"[[0, 8, 'LOCATION']]"
Mawakot,"[[0, 7, 'LOCATION']]"
Mawatar,"[[0, 7, 'LOCATION']]"
Maya,"[[0, 4, 'LOCATION']]"
Maya Village,"[[0, 12, 'LOCATION']]"
Mayabais,"[[0, 8, 'LOCATION']]"
Mayadanda,"[[0, 9, 'LOCATION']]"
Mayagada,"[[0, 8, 'LOCATION']]"
Mayak Bada,"[[0, 10, 'LOCATION']]"
Mayakhali,"[[0, 9, 'LOCATION']]"
Mayakharka,"[[0, 10, 'LOCATION']]"
Mayakhu,"[[0, 7, 'LOCATION']]"
Mayalbot,"[[0, 8, 'LOCATION']]"
Mayalbot Bajar,"[[0, 14, 'LOCATION']]"
Mayalpani,"[[0, 9, 'LOCATION']]"
Mayalrukh,"[[0, 9, 'LOCATION']]"
Mayaltar,"[[0, 8, 'LOCATION']]"
Mayaluchok,"[[0, 10, 'LOCATION']]"
Mayam,"[[0, 5, 'LOCATION']]"
Mayamdada,"[[0, 9, 'LOCATION']]"
Mayana,"[[0, 6, 'LOCATION']]"
Mayandanda,"[[0, 10, 'LOCATION']]"
Mayang,"[[0, 6, 'LOCATION']]"
Mayanganj,"[[0, 9, 'LOCATION']]"
Mayani,"[[0, 6, 'LOCATION']]"
Mayankhu,"[[0, 8, 'LOCATION']]"
Mayantapa,"[[0, 9, 'LOCATION']]"
Mayapata,"[[0, 8, 'LOCATION']]"
Mayapi,"[[0, 6, 'LOCATION']]"
Mayari,"[[0, 6, 'LOCATION']]"
Mayatal,"[[0, 7, 'LOCATION']]"
Mayatari,"[[0, 8, 'LOCATION']]"
Maye,"[[0, 4, 'LOCATION']]"
Mayebathan,"[[0, 10, 'LOCATION']]"
Mayepa,"[[0, 6, 'LOCATION']]"
Mayum,"[[0, 5, 'LOCATION']]"
Mayungma,"[[0, 8, 'LOCATION']]"
Mayurbasti,"[[0, 10, 'LOCATION']]"
Mayurbhitta,"[[0, 11, 'LOCATION']]"
Mayurdhap,"[[0, 9, 'LOCATION']]"
Mayurmari,"[[0, 9, 'LOCATION']]"
Mbhudha Sadan Ghumba,"[[0, 20, 'LOCATION']]"
Mdheli Panchyattol,"[[0, 18, 'LOCATION']]"
Mebang,"[[0, 6, 'LOCATION']]"
Mechchhe,"[[0, 8, 'LOCATION']]"
Mechchherang,"[[0, 12, 'LOCATION']]"
Mechedagi,"[[0, 9, 'LOCATION']]"
Mechegaun,"[[0, 9, 'LOCATION']]"
Mechetol,"[[0, 8, 'LOCATION']]"
Mechhe Gaun,"[[0, 11, 'LOCATION']]"
Mechhebung,"[[0, 10, 'LOCATION']]"
Mechi Bajar,"[[0, 11, 'LOCATION']]"
Mechi Bazar,"[[0, 11, 'LOCATION']]"
Mechi Nagar,"[[0, 11, 'LOCATION']]"
Mechidagi,"[[0, 9, 'LOCATION']]"
Mechigaun,"[[0, 9, 'LOCATION']]"
Medange,"[[0, 7, 'LOCATION']]"
Medangsu,"[[0, 8, 'LOCATION']]"
Medansi,"[[0, 7, 'LOCATION']]"
Medarwa,"[[0, 7, 'LOCATION']]"
Medasi,"[[0, 6, 'LOCATION']]"
Meddi,"[[0, 5, 'LOCATION']]"
Medibun,"[[0, 7, 'LOCATION']]"
Medibung,"[[0, 8, 'LOCATION']]"
Medical Chowk,"[[0, 13, 'LOCATION']]"
Medical College,"[[0, 15, 'LOCATION']]"
Medilwa,"[[0, 7, 'LOCATION']]"
Medinipur,"[[0, 9, 'LOCATION']]"
Megaal,"[[0, 6, 'LOCATION']]"
Megairi,"[[0, 7, 'LOCATION']]"
Megbarne,"[[0, 8, 'LOCATION']]"
Megechautra,"[[0, 11, 'LOCATION']]"
Megha,"[[0, 5, 'LOCATION']]"
Meghadanda,"[[0, 10, 'LOCATION']]"
Megharaul,"[[0, 9, 'LOCATION']]"
Megharba,"[[0, 8, 'LOCATION']]"
Meghatoli,"[[0, 9, 'LOCATION']]"
Meghauli,"[[0, 8, 'LOCATION']]"
Meghauli Airport,"[[0, 16, 'LOCATION']]"
Meghbang,"[[0, 8, 'LOCATION']]"
Meghbari,"[[0, 8, 'LOCATION']]"
Meghechaur,"[[0, 10, 'LOCATION']]"
Meghethumki,"[[0, 11, 'LOCATION']]"
Meghre Chhapali,"[[0, 15, 'LOCATION']]"
Megibagar Chowk,"[[0, 15, 'LOCATION']]"
Megma,"[[0, 5, 'LOCATION']]"
Megode,"[[0, 6, 'LOCATION']]"
Megu Chhap,"[[0, 10, 'LOCATION']]"
Megurjung,"[[0, 9, 'LOCATION']]"
Megutar,"[[0, 7, 'LOCATION']]"
Mehaditol,"[[0, 9, 'LOCATION']]"
Mehaisera,"[[0, 9, 'LOCATION']]"
Mehal Danda,"[[0, 11, 'LOCATION']]"
Mehal Takura,"[[0, 12, 'LOCATION']]"
Mehalmudi,"[[0, 9, 'LOCATION']]"
Mehalpani,"[[0, 9, 'LOCATION']]"
Mehaltar(Chuniyapani),"[[0, 21, 'LOCATION']]"
Mehaltoli,"[[0, 9, 'LOCATION']]"
Mehaltoli village,"[[0, 17, 'LOCATION']]"
Mehanawal,"[[0, 9, 'LOCATION']]"
Mehaniya,"[[0, 8, 'LOCATION']]"
Mehanpur,"[[0, 8, 'LOCATION']]"
Meharitol,"[[0, 9, 'LOCATION']]"
Meharitolnalbari,"[[0, 16, 'LOCATION']]"
Mehatatol,"[[0, 9, 'LOCATION']]"
Mehathawal,"[[0, 10, 'LOCATION']]"
Mehel Danda,"[[0, 11, 'LOCATION']]"
Mehelbotay,"[[0, 10, 'LOCATION']]"
Mehelbote,"[[0, 9, 'LOCATION']]"
Mehelchini,"[[0, 10, 'LOCATION']]"
Mehele,"[[0, 6, 'LOCATION']]"
Mehelgaun,"[[0, 9, 'LOCATION']]"
Meheli,"[[0, 6, 'LOCATION']]"
Mehelko Pairo,"[[0, 13, 'LOCATION']]"
Mehelkuna Bajar,"[[0, 15, 'LOCATION']]"
Mehelne,"[[0, 7, 'LOCATION']]"
Mehelpani,"[[0, 9, 'LOCATION']]"
Mehelshera,"[[0, 10, 'LOCATION']]"
Mehidanda,"[[0, 9, 'LOCATION']]"
Mejar Tol,"[[0, 9, 'LOCATION']]"
Mejarganj,"[[0, 9, 'LOCATION']]"
Mejargaun,"[[0, 9, 'LOCATION']]"
Mejarnichok,"[[0, 11, 'LOCATION']]"
Mejartol,"[[0, 8, 'LOCATION']]"
Meji,"[[0, 4, 'LOCATION']]"
Mejun,"[[0, 5, 'LOCATION']]"
Mekchana,"[[0, 8, 'LOCATION']]"
Mekha,"[[0, 5, 'LOCATION']]"
Mekhala,"[[0, 7, 'LOCATION']]"
Mekhbari,"[[0, 8, 'LOCATION']]"
Mekpa,"[[0, 5, 'LOCATION']]"
Meksichet,"[[0, 9, 'LOCATION']]"
Meksidumba,"[[0, 10, 'LOCATION']]"
Mel,"[[0, 3, 'LOCATION']]"
Mel Bisana,"[[0, 10, 'LOCATION']]"
Mel Lek,"[[0, 7, 'LOCATION']]"
Mel Pokhara,"[[0, 11, 'LOCATION']]"
Mel Pokhari,"[[0, 11, 'LOCATION']]"
Mel Takura,"[[0, 10, 'LOCATION']]"
Mel pokhari,"[[0, 11, 'LOCATION']]"
Mela,"[[0, 4, 'LOCATION']]"
Melache,"[[0, 7, 'LOCATION']]"
Melacho,"[[0, 7, 'LOCATION']]"
Melainauli,"[[0, 10, 'LOCATION']]"
Melakharka,"[[0, 10, 'LOCATION']]"
Melamcheegaun,"[[0, 13, 'LOCATION']]"
Melamchi,"[[0, 8, 'LOCATION']]"
Melamchigaon,"[[0, 12, 'LOCATION']]"
Melangchung,"[[0, 11, 'LOCATION']]"
Melata,"[[0, 6, 'LOCATION']]"
Melaun,"[[0, 6, 'LOCATION']]"
Melbada,"[[0, 7, 'LOCATION']]"
Melbas,"[[0, 6, 'LOCATION']]"
Melbisauna,"[[0, 10, 'LOCATION']]"
Melbot,"[[0, 6, 'LOCATION']]"
Melbote,"[[0, 7, 'LOCATION']]"
Melchakhal,"[[0, 10, 'LOCATION']]"
Melchaur,"[[0, 8, 'LOCATION']]"
Melchaura,"[[0, 9, 'LOCATION']]"
Melchautha,"[[0, 10, 'LOCATION']]"
Melchham,"[[0, 8, 'LOCATION']]"
Melchhim,"[[0, 8, 'LOCATION']]"
Meldada,"[[0, 7, 'LOCATION']]"
Meldanda,"[[0, 8, 'LOCATION']]"
Meldandagaun,"[[0, 12, 'LOCATION']]"
Meldhap,"[[0, 7, 'LOCATION']]"
Meldhara,"[[0, 8, 'LOCATION']]"
Meldugra,"[[0, 8, 'LOCATION']]"
Melduska Goth,"[[0, 13, 'LOCATION']]"
Mele,"[[0, 4, 'LOCATION']]"
Melechok,"[[0, 8, 'LOCATION']]"
Melen Danda,"[[0, 11, 'LOCATION']]"
Melgada,"[[0, 7, 'LOCATION']]"
Melgaira,"[[0, 8, 'LOCATION']]"
Melgaja,"[[0, 7, 'LOCATION']]"
Melganja,"[[0, 8, 'LOCATION']]"
Melgau,"[[0, 6, 'LOCATION']]"
Melghari,"[[0, 8, 'LOCATION']]"
Melghat,"[[0, 7, 'LOCATION']]"
Melghatideu,"[[0, 11, 'LOCATION']]"
Meli,"[[0, 4, 'LOCATION']]"
Meli Goth,"[[0, 9, 'LOCATION']]"
Melibisan,"[[0, 9, 'LOCATION']]"
Melikholagaun,"[[0, 13, 'LOCATION']]"
Melikot,"[[0, 7, 'LOCATION']]"
Melkandh,"[[0, 8, 'LOCATION']]"
Melkanya,"[[0, 8, 'LOCATION']]"
Melkatne,"[[0, 8, 'LOCATION']]"
Melkatte,"[[0, 8, 'LOCATION']]"
Melkattya,"[[0, 9, 'LOCATION']]"
Melkhali,"[[0, 8, 'LOCATION']]"
Melkharka,"[[0, 9, 'LOCATION']]"
Melkhet,"[[0, 7, 'LOCATION']]"
Melkholagaun,"[[0, 12, 'LOCATION']]"
Mellau,"[[0, 6, 'LOCATION']]"
Mellek,"[[0, 6, 'LOCATION']]"
Mellekh,"[[0, 7, 'LOCATION']]"
Mellekh Gaun,"[[0, 12, 'LOCATION']]"
Melmilap Chowk,"[[0, 14, 'LOCATION']]"
Melmuda,"[[0, 7, 'LOCATION']]"
Melmudagaun,"[[0, 11, 'LOCATION']]"
Melne,"[[0, 5, 'LOCATION']]"
Melpani,"[[0, 7, 'LOCATION']]"
Melpata,"[[0, 7, 'LOCATION']]"
Melrukh,"[[0, 7, 'LOCATION']]"
Melsain,"[[0, 7, 'LOCATION']]"
Melsipu,"[[0, 7, 'LOCATION']]"
Melta,"[[0, 5, 'LOCATION']]"
Meltada,"[[0, 7, 'LOCATION']]"
Meltadi,"[[0, 7, 'LOCATION']]"
Meltado,"[[0, 7, 'LOCATION']]"
Meltagau,"[[0, 8, 'LOCATION']]"
Meltakura,"[[0, 9, 'LOCATION']]"
Meltali,"[[0, 7, 'LOCATION']]"
Meltar,"[[0, 6, 'LOCATION']]"
Meltola,"[[0, 7, 'LOCATION']]"
Meltola Kanda,"[[0, 13, 'LOCATION']]"
Meltoli,"[[0, 7, 'LOCATION']]"
Meltolo,"[[0, 7, 'LOCATION']]"
Melun,"[[0, 5, 'LOCATION']]"
Melung,"[[0, 6, 'LOCATION']]"
Melungthali,"[[0, 11, 'LOCATION']]"
Memeng,"[[0, 6, 'LOCATION']]"
Mempan,"[[0, 6, 'LOCATION']]"
Menchhyayam,"[[0, 11, 'LOCATION']]"
Mende,"[[0, 5, 'LOCATION']]"
Mendo,"[[0, 5, 'LOCATION']]"
Menduba,"[[0, 7, 'LOCATION']]"
Menduk,"[[0, 6, 'LOCATION']]"
Mendung,"[[0, 7, 'LOCATION']]"
Menekor,"[[0, 7, 'LOCATION']]"
Mengala Bhanjyang,"[[0, 17, 'LOCATION']]"
Mengang,"[[0, 7, 'LOCATION']]"
Menha,"[[0, 5, 'LOCATION']]"
Menihawa,"[[0, 8, 'LOCATION']]"
Menkhu,"[[0, 6, 'LOCATION']]"
Menrabang,"[[0, 9, 'LOCATION']]"
Meodihawa,"[[0, 9, 'LOCATION']]"
Meprang,"[[0, 7, 'LOCATION']]"
Mera,"[[0, 4, 'LOCATION']]"
Mera Peak Base Camp,"[[0, 19, 'LOCATION']]"
Mera Peak High Camp,"[[0, 19, 'LOCATION']]"
Meragangdok,"[[0, 11, 'LOCATION']]"
Meraiya,"[[0, 7, 'LOCATION']]"
Merak,"[[0, 5, 'LOCATION']]"
Merangding,"[[0, 10, 'LOCATION']]"
Merbung,"[[0, 7, 'LOCATION']]"
Mere,"[[0, 4, 'LOCATION']]"
Merekden,"[[0, 8, 'LOCATION']]"
Mergang,"[[0, 7, 'LOCATION']]"
Merigoldlain,"[[0, 12, 'LOCATION']]"
Merka,"[[0, 5, 'LOCATION']]"
Merla,"[[0, 5, 'LOCATION']]"
Merukholagaun,"[[0, 13, 'LOCATION']]"
Merung,"[[0, 6, 'LOCATION']]"
Merungkharka,"[[0, 12, 'LOCATION']]"
Meshar,"[[0, 6, 'LOCATION']]"
Meshu,"[[0, 5, 'LOCATION']]"
Mesida,"[[0, 6, 'LOCATION']]"
Mesindada,"[[0, 9, 'LOCATION']]"
Meski,"[[0, 5, 'LOCATION']]"
Mesokanto Bhanjyang,"[[0, 19, 'LOCATION']]"
Mespang,"[[0, 7, 'LOCATION']]"
Mesrung,"[[0, 7, 'LOCATION']]"
Mesu,"[[0, 4, 'LOCATION']]"
Meta,"[[0, 4, 'LOCATION']]"
Metalpata,"[[0, 9, 'LOCATION']]"
Metalung,"[[0, 8, 'LOCATION']]"
Metangkalau,"[[0, 11, 'LOCATION']]"
Methabhurung,"[[0, 12, 'LOCATION']]"
Methamba,"[[0, 8, 'LOCATION']]"
Methea,"[[0, 6, 'LOCATION']]"
Methibadi,"[[0, 9, 'LOCATION']]"
Methibari,"[[0, 9, 'LOCATION']]"
Methini Kharka,"[[0, 14, 'LOCATION']]"
Methinkot,"[[0, 9, 'LOCATION']]"
Methinkotbesi,"[[0, 13, 'LOCATION']]"
Methiwari,"[[0, 9, 'LOCATION']]"
Methlang,"[[0, 8, 'LOCATION']]"
Methum,"[[0, 6, 'LOCATION']]"
Metkudi,"[[0, 7, 'LOCATION']]"
Metkuwa,"[[0, 7, 'LOCATION']]"
Metrang,"[[0, 7, 'LOCATION']]"
Mewa,"[[0, 4, 'LOCATION']]"
Mewakhola Lain,"[[0, 14, 'LOCATION']]"
Mewaraja,"[[0, 8, 'LOCATION']]"
Mhaipi,"[[0, 6, 'LOCATION']]"
Mhepi,"[[0, 5, 'LOCATION']]"
Micha,"[[0, 5, 'LOCATION']]"
Michotar,"[[0, 8, 'LOCATION']]"
Mid Baneshwar,"[[0, 13, 'LOCATION']]"
Mid Camp,"[[0, 8, 'LOCATION']]"
Midan Gaun,"[[0, 10, 'LOCATION']]"
Middle Khangsar,"[[0, 15, 'LOCATION']]"
Middle Narcheng,"[[0, 15, 'LOCATION']]"
Midhawaliya,"[[0, 11, 'LOCATION']]"
Midi,"[[0, 4, 'LOCATION']]"
Midibagad,"[[0, 9, 'LOCATION']]"
Midinchhap,"[[0, 10, 'LOCATION']]"
Midu,"[[0, 4, 'LOCATION']]"
Miduswanra,"[[0, 10, 'LOCATION']]"
Migi,"[[0, 4, 'LOCATION']]"
Migran,"[[0, 6, 'LOCATION']]"
Migu,"[[0, 4, 'LOCATION']]"
Mihelbote,"[[0, 9, 'LOCATION']]"
Miheldanda,"[[0, 10, 'LOCATION']]"
Mijardanda,"[[0, 10, 'LOCATION']]"
Mijaregaun,"[[0, 10, 'LOCATION']]"
Mijartol,"[[0, 8, 'LOCATION']]"
Mije,"[[0, 4, 'LOCATION']]"
Mijethum,"[[0, 8, 'LOCATION']]"
Mijhang,"[[0, 7, 'LOCATION']]"
Mijhuniya,"[[0, 9, 'LOCATION']]"
Miju Bada,"[[0, 9, 'LOCATION']]"
Mijuredada,"[[0, 10, 'LOCATION']]"
Mijuredanda,"[[0, 11, 'LOCATION']]"
Mikiyun Goth,"[[0, 12, 'LOCATION']]"
Mikladin,"[[0, 8, 'LOCATION']]"
Miklakharka,"[[0, 11, 'LOCATION']]"
Miktela,"[[0, 7, 'LOCATION']]"
Milahaniyan,"[[0, 11, 'LOCATION']]"
Milan Bajar,"[[0, 11, 'LOCATION']]"
Milan Basti,"[[0, 11, 'LOCATION']]"
Milan Basti Tole,"[[0, 16, 'LOCATION']]"
Milan Choak,"[[0, 11, 'LOCATION']]"
Milan Chok,"[[0, 10, 'LOCATION']]"
Milan Chowk,"[[0, 11, 'LOCATION']]"
Milan Chowk Bazar,"[[0, 17, 'LOCATION']]"
Milan Chowk Tol,"[[0, 15, 'LOCATION']]"
"Milan Chowk,Tilakpur","[[0, 20, 'LOCATION']]"
Milan Tol,"[[0, 9, 'LOCATION']]"
Milan Tole,"[[0, 10, 'LOCATION']]"
Milanchaur,"[[0, 10, 'LOCATION']]"
Milanchok,"[[0, 9, 'LOCATION']]"
Milanchowk,"[[0, 10, 'LOCATION']]"
Milandanda,"[[0, 10, 'LOCATION']]"
Milang,"[[0, 6, 'LOCATION']]"
Milanpur Sibir,"[[0, 14, 'LOCATION']]"
Milche,"[[0, 6, 'LOCATION']]"
Milchok,"[[0, 7, 'LOCATION']]"
Milchowk,"[[0, 8, 'LOCATION']]"
Mildada,"[[0, 7, 'LOCATION']]"
Mildanda,"[[0, 8, 'LOCATION']]"
Milerpa Cave,"[[0, 12, 'LOCATION']]"
Milgaun,"[[0, 7, 'LOCATION']]"
Milian Chok,"[[0, 11, 'LOCATION']]"
Milijuli Tol,"[[0, 12, 'LOCATION']]"
Milijuli chowk,"[[0, 14, 'LOCATION']]"
Milim,"[[0, 5, 'LOCATION']]"
Milke,"[[0, 5, 'LOCATION']]"
Mill Chowk,"[[0, 10, 'LOCATION']]"
Millan Chowk,"[[0, 12, 'LOCATION']]"
Milli,"[[0, 5, 'LOCATION']]"
Millingo,"[[0, 8, 'LOCATION']]"
Mills Area,"[[0, 10, 'LOCATION']]"
Milmili,"[[0, 7, 'LOCATION']]"
Miltol,"[[0, 6, 'LOCATION']]"
Mimi,"[[0, 4, 'LOCATION']]"
Mimirke,"[[0, 7, 'LOCATION']]"
Mimnekothum,"[[0, 11, 'LOCATION']]"
Min Pokhara,"[[0, 11, 'LOCATION']]"
Mina,"[[0, 4, 'LOCATION']]"
Mina Chowk,"[[0, 10, 'LOCATION']]"
Minamkot,"[[0, 8, 'LOCATION']]"
Minangkot,"[[0, 9, 'LOCATION']]"
Minasika,"[[0, 8, 'LOCATION']]"
Minbhawan,"[[0, 9, 'LOCATION']]"
Minbo,"[[0, 5, 'LOCATION']]"
Minbo La,"[[0, 8, 'LOCATION']]"
Mindapuk,"[[0, 8, 'LOCATION']]"
Mindupakhe,"[[0, 10, 'LOCATION']]"
Mingmo,"[[0, 6, 'LOCATION']]"
Mini Bajar,"[[0, 10, 'LOCATION']]"
Minikot,"[[0, 7, 'LOCATION']]"
Miniswanra,"[[0, 10, 'LOCATION']]"
Minmihawa,"[[0, 9, 'LOCATION']]"
Mipra,"[[0, 5, 'LOCATION']]"
Mirachandi,"[[0, 10, 'LOCATION']]"
Mirauli,"[[0, 7, 'LOCATION']]"
Mirchaiya,"[[0, 9, 'LOCATION']]"
Mirchaiyatol,"[[0, 12, 'LOCATION']]"
Mirchauli,"[[0, 9, 'LOCATION']]"
Mirchet,"[[0, 7, 'LOCATION']]"
Mirchhulun,"[[0, 10, 'LOCATION']]"
Mirdi,"[[0, 5, 'LOCATION']]"
Mirgauliya,"[[0, 10, 'LOCATION']]"
Mirgubhalne,"[[0, 11, 'LOCATION']]"
Mirik,"[[0, 5, 'LOCATION']]"
Mirindi,"[[0, 7, 'LOCATION']]"
Mirindin,"[[0, 8, 'LOCATION']]"
Mirja Hathiaul,"[[0, 14, 'LOCATION']]"
Mirjapur,"[[0, 8, 'LOCATION']]"
Mirjapur Mathtol,"[[0, 16, 'LOCATION']]"
Mirjapurtol,"[[0, 11, 'LOCATION']]"
Mirka,"[[0, 5, 'LOCATION']]"
